attr,title,url,price,sd_year,bias,sd_url,sd_price,check,sd
车位-建筑面积30㎡-套内面积16㎡-毛坯-低楼层(共1层),保利春天里毛坯车位,/esf/detail/9372215,4000,2013,9886.0,/xq/detail/5798,13886,车位,保利春天里
车位-建筑面积29㎡-套内面积13㎡-毛坯-低楼层(共6层)-2007年建成,火炬开发区张家边逸翠华庭二期车位出售,/esf/detail/9491620,4138,2005,9206.0,/xq/detail/6179,13344,车位,逸翠华庭二期
车位-建筑面积30.91㎡-套内面积20㎡-毛坯-低楼层(共1层)-2011年建成,实价好车位,/esf/detail/7606745,4206,2011,16627.0,/xq/detail/6395,20833,车位,雅湖半岛
车位-建筑面积29.45㎡-套内面积11.25㎡-毛坯-低楼层(共1层)-2002年建成,湖畔车位出售,/esf/detail/9394964,4414,2002,12148.0,/xq/detail/6751,16562,车位/老小区,永怡聚豪园
1室1厅1卫-朝南-建筑面积35㎡-精装-中楼层(共6层)-2005年建成,逸港花园经典单身公寓，低价出售！！,/esf/detail/3761344,4429,2005,5827.0,/xq/detail/6350,10256,小户,逸港花园（中山）
1室0厅0卫-朝东-建筑面积44.87㎡-毛坯-中楼层(共5层)-2007年建成,中山港广裕花园，临街商铺业主诚心出售。,/esf/detail/3357698,4457,2007,1712.0,/xq/detail/8439,6169,小户,广裕花园（中山）
车位-建筑面积32.25㎡-套内面积21㎡-毛坯-低楼层(共30层)-2011年建成,.凯茵新城雅湖半岛车位，业主诚心出售，地理位置好,/esf/detail/7346857,4651,2011,16182.0,/xq/detail/6395,20833,车位,雅湖半岛
6室2厅2卫-朝东南-建筑面积165㎡-普装-中楼层(共11层)-1997年建成,国祥花园业主诚心出售,/esf/detail/296606,4727,1997,2972.0,/xq/detail/6170,7699,老小区,国祥花园城
车位-建筑面积31.51㎡-套内面积12㎡-毛坯-低楼层(共1层)-2008年建成,车位业主诚心出售,/esf/detail/9283525,4760,2006,7331.0,/xq/detail/6356,12091,车位,健康花城
车位-建筑面积24㎡-套内面积24㎡-毛坯-低楼层(共32层)-2011年建成,实价好车位,/esf/detail/7071028,5000,2011,15833.0,/xq/detail/6395,20833,车位,雅湖半岛
车位-建筑面积29.71㎡-套内面积15.5㎡-普装-低楼层(共1层)-2010年建成,业主诚心出售车位,/esf/detail/9674288,5049,2008,17461.0,/xq/detail/6398,22510,车位,挪威森林(岭峰18)
2室2厅1卫-朝南北-建筑面积175.39㎡-精装-高楼层(共8层)-2001年建成,龙城花园业主诚心出售,/esf/detail/502120,5131,2001,1526.0,/xq/detail/8372,6657,小户/高楼层/老小区,龙城花园(中山)
1室1厅1卫-朝南-建筑面积28.76㎡-普装-高楼层(共7层)-2000年建成,名嘉花园诚心出售,/esf/detail/4440453,5216,2000,2432.0,/xq/detail/6182,7648,小户/高楼层/老小区,名嘉花园
2室2厅1卫-朝南北-建筑面积105.36㎡-普装-高楼层(共7层)-2000年建成,开发区张家边港城花园大两房,/esf/detail/6116327,5220,2000,1388.0,/xq/detail/6181,6608,小户/高楼层/老小区,港城花园
车位-建筑面积32㎡-套内面积24㎡-毛坯-低楼层(共1层)-2010年建成,挪威森林车位出售,/esf/detail/7068963,5312,2008,17198.0,/xq/detail/6398,22510,车位,挪威森林(岭峰18)
3室2厅2卫-朝南-建筑面积128㎡-普装-中楼层(共6层)-2001年建成,濠头商住小区的房子业主诚心出售,/esf/detail/443729,5312,2001,111.0,/xq/detail/7792,5423,老小区,濠头商住小区
3室1厅1卫-朝南-建筑面积73㎡-普装-低楼层(共6层)-1999年建成,濠头村自建房出售周边配套齐全,/esf/detail/7847203,5342,1999,5717.0,/xq/detail/9587,11059,老小区,濠头村
2室1厅1卫-朝南-建筑面积56㎡-精装-中楼层(共6层)-2003年建成,美居小户型出售,/esf/detail/8544116,5357,2003,3050.0,/xq/detail/8309,8407,小户/老小区,盛桃苑
1室0厅0卫-朝南北-建筑面积29.8㎡-毛坯-低楼层(共1层)-2008年建成,业主诚心交易,/esf/detail/9173664,5369,2006,6722.0,/xq/detail/6356,12091,小户,健康花城
3室2厅2卫-朝南-建筑面积136㎡-普装-高楼层(共6层)-2001年建成,濠头商住小区有房出售,/esf/detail/443444,5441,2001,-18.0,/xq/detail/7792,5423,高楼层/价格高/老小区,濠头商住小区
4室2厅2卫-朝南北-建筑面积174.14㎡-普装-中楼层(共7层)-2000年建成,港城花园小区出售过五年税费少,/esf/detail/297898,5455,2000,1153.0,/xq/detail/6181,6608,老小区,港城花园
1室1厅1卫-朝西-建筑面积36.35㎡-普装-中楼层(共6层)-2005年建成,逸港花园经典单身公寓，诚心出售。,/esf/detail/3827918,5502,2005,4754.0,/xq/detail/6350,10256,小户,逸港花园（中山）
4室2厅3卫-朝南北-建筑面积158.48㎡-普装-高楼层(共7层)-2000年建成,港城花园有房出售,/esf/detail/297830,5553,2000,1055.0,/xq/detail/6181,6608,高楼层/老小区,港城花园
1室1厅1卫-朝北-建筑面积36.73㎡-普装-中楼层(共6层)-2005年建成,逸港花园经典单身公寓，诚心出售。,/esf/detail/3761343,5717,2005,4539.0,/xq/detail/6350,10256,小户,逸港花园（中山）
3室2厅1卫-朝东南-建筑面积76㎡-精装-高楼层(共8层)-1995年建成,怡景花园带装修，业主诚心出售。,/esf/detail/414610,5921,1995,952.0,/xq/detail/8260,6873,高楼层/老小区,怡景花园(火炬开发区)
1室1厅1卫-朝北-建筑面积57㎡-普装-中楼层(共6层)-2006年建成,业主诚心出售,/esf/detail/9866633,5965,2006,2177.0,/xq/detail/6246,8142,小户,天紫兴业园
3室2厅1卫-朝南-建筑面积75.44㎡-普装-高楼层(共6层)-2007年建成,业主诚心出售,/esf/detail/500857,5965,2007,204.0,/xq/detail/8439,6169,高楼层,广裕花园（中山）
3室2厅1卫-朝南-建筑面积75.44㎡-普装-高楼层(共6层)-2007年建成,业主诚心出售,/esf/detail/500858,5965,2007,204.0,/xq/detail/8439,6169,高楼层,广裕花园（中山）
1室1厅1卫-朝东-建筑面积41㎡-普装-中楼层(共6层)-2007年建成,广裕花园带装单身公寓出售,/esf/detail/500780,6000,2007,169.0,/xq/detail/8439,6169,小户,广裕花园（中山）
车位-建筑面积20㎡-套内面积20㎡-毛坯-低楼层(共11层)-2008年建成,半山雅湖好车位出售，带租约出售,/esf/detail/9484185,6000,2008,8800.0,/xq/detail/6400,14800,车位,半山雅湖
1室1厅0卫-朝南北-建筑面积287.5㎡-毛坯-低楼层(共5层)-2005年建成,陵岗村地皮业主诚售！,/esf/detail/5696594,6017,2005,944.0,/xq/detail/13628,6961,小户,陵岗村
5室2厅2卫-朝南北-建筑面积232.6㎡-精装-高楼层(共7层)-2004年建成,濠东花园复式精装配套齐全税费少,/esf/detail/2750511,6019,2004,2912.0,/xq/detail/6638,8931,高楼层/老小区,濠东花园
4室2厅1卫-朝南-建筑面积132㎡-普装-低楼层(共6层)-1999年建成,南北对流，户型方正。,/esf/detail/5161013,6061,1999,4998.0,/xq/detail/9587,11059,老小区,濠头村
1室1厅1卫-朝南-建筑面积46㎡-普装-高楼层(共7层)-2004年建成,业主诚心出售，中山港成熟小区,/esf/detail/410261,6087,2004,856.0,/xq/detail/8259,6943,小户/高楼层/老小区,安居花园
2室2厅1卫-朝南北-建筑面积93.55㎡-普装-高楼层(共7层)-1998年建成,康乐园南北两房业主诚出,/esf/detail/299846,6093,1998,9918.0,/xq/detail/6176,16011,小户/高楼层/老小区,康乐园
3室2厅2卫-朝南-建筑面积98.32㎡-普装-高楼层(共6层)-1999年建成,业主诚心出售,/esf/detail/9870348,6103,1999,0.0,/xq/detail/39107,6103,高楼层/价格高/老小区,联兴楼
1室1厅1卫-朝东-建筑面积36㎡-普装-中楼层(共6层)-2007年建成,业主诚心出售,/esf/detail/500779,6111,2007,58.0,/xq/detail/8439,6169,小户,广裕花园（中山）
3室2厅2卫-朝南-建筑面积163.27㎡-普装-中楼层(共11层)-1997年建成,国祥花园城业主诚心出售,/esf/detail/3467694,6125,1997,1574.0,/xq/detail/6170,7699,老小区,国祥花园城
1室1厅1卫-朝南北-建筑面积57㎡-普装-低楼层(共6层)-2006年建成,天紫兴业园业主诚心出售！,/esf/detail/6079779,6140,2006,2002.0,/xq/detail/6246,8142,小户,天紫兴业园
1室1厅1卫-朝南-建筑面积56.71㎡-普装-高楼层(共6层)-2006年建成,天紫兴业园靓房，业主诚心出售！,/esf/detail/5736542,6172,2006,1970.0,/xq/detail/6246,8142,小户/高楼层,天紫兴业园
3室2厅2卫-朝南北-建筑面积130.71㎡-普装-高楼层(共7层)-2000年建成,开发区【名嘉花园】精装3房出门就是菜市场,/esf/detail/9413642,6197,2000,1451.0,/xq/detail/6182,7648,高楼层/老小区,名嘉花园
车位-建筑面积16㎡-套内面积16㎡-毛坯-低楼层(共1层),保利春天里毛坯车位,/esf/detail/9619851,6250,2013,7636.0,/xq/detail/5798,13886,车位,保利春天里
车位-建筑面积16㎡-套内面积16㎡-毛坯-低楼层(共1层),保利春天里毛坯车位,/esf/detail/9619850,6250,2013,7636.0,/xq/detail/5798,13886,车位,保利春天里
车位-建筑面积24㎡-套内面积23㎡-毛坯-低楼层(共18层)-2008年建成,业主诚心出售,/esf/detail/6404211,6250,2006,5841.0,/xq/detail/6356,12091,车位,健康花城
车位-建筑面积28.76㎡-套内面积12.13㎡-毛坯-低楼层(共1层)-2008年建成,业主诚心出售,/esf/detail/9259097,6259,2006,5832.0,/xq/detail/6356,12091,车位,健康花城
1室1厅1卫-朝南-建筑面积44㎡-普装-中楼层(共6层)-2004年建成,业主诚心出售，欢迎联系,/esf/detail/407361,6364,2004,579.0,/xq/detail/8259,6943,小户/老小区,安居花园
3室2厅2卫-朝南-建筑面积110㎡-普装-高楼层(共7层)-1998年建成,康乐园诚心出售,/esf/detail/300754,6455,1998,9556.0,/xq/detail/6176,16011,高楼层/老小区,康乐园
3室2厅2卫-朝南-建筑面积138㎡-精装-中楼层(共6层)-2003年建成,东庭濠园，楼层适中，业主诚心出售,/esf/detail/224127,6522,2003,4628.0,/xq/detail/6472,11150,老小区,东庭濠园
3室2厅2卫-朝南北-建筑面积122㎡-普装-高楼层(共7层)-2004年建成,濠东小区银苑村楼梯房出售带单车房,/esf/detail/238372,6557,2004,1385.0,/xq/detail/6639,7942,高楼层/老小区,濠东小区银苑村
1室0厅1卫-朝南-建筑面积35㎡-普装-高楼层(共5层)-2013年建成,业主诚心出售,/esf/detail/510230,6571,2013,204.0,/xq/detail/8466,6775,小户/高楼层,嘉汇园
3室1厅1卫-朝东-建筑面积82㎡-普装-高楼层(共8层)-2001年建成,龙城花园业主诚心出售,/esf/detail/501634,6585,2001,72.0,/xq/detail/8372,6657,高楼层/老小区,龙城花园(中山)
3室2厅2卫-朝东-建筑面积120㎡-毛坯-高楼层(共7层)-2003年建成,产权清晰，无抵押，一个人的产权.,/esf/detail/223824,6667,2003,4483.0,/xq/detail/6472,11150,高楼层/老小区,东庭濠园
车位-建筑面积37.37㎡-套内面积13.72㎡-毛坯-低楼层(共1层)-2016年建成,凯茵新城天誉车位在电梯旁出行方便！,/esf/detail/9207026,6690,2006,13477.0,/xq/detail/6397,20167,车位,天誉
3室2厅1卫-朝西-建筑面积94.67㎡-精装-中楼层(共7层)-1995年建成,金花楼，业主诚心出售,/esf/detail/2342638,6866,1995,222.0,/xq/detail/9011,7088,老小区,金花楼
车位-建筑面积16㎡-套内面积16㎡-毛坯-低楼层(共1层),保利春天里毛坯车位,/esf/detail/8526639,6875,2013,7011.0,/xq/detail/5798,13886,车位,保利春天里
1室1厅1卫-朝南-建筑面积50㎡-普装-中楼层(共9层)-2012年建成,业主诚心出售,/esf/detail/1712300,7000,2012,856.0,/xq/detail/8536,7856,小户,桃源明居乐活公寓
车位-建筑面积35.7㎡-套内面积35.7㎡-毛坯-低楼层(共1层)-2016年建成,凯茵新城天誉车位，业主诚心出售,/esf/detail/9520155,7003,2006,13164.0,/xq/detail/6397,20167,车位,天誉
2室2厅1卫-朝西北-建筑面积107㎡-普装-中楼层(共7层)-2000年建成,业主诚心出售,/esf/detail/295848,7009,2000,639.0,/xq/detail/6182,7648,小户/老小区,名嘉花园
3室2厅2卫-朝南北-建筑面积114㎡-普装-中楼层(共7层)-2000年建成,南北对流，三房两卫，业主诚心出售。,/esf/detail/9583949,7018,2000,-337.0,/xq/detail/7748,6681,价格高/老小区,嘉明电力宿舍
3室2厅2卫-朝南北-建筑面积129㎡-普装-高楼层(共6层)-2004年建成,濠东小区银苑村楼梯房出售,/esf/detail/238458,7054,2004,888.0,/xq/detail/6639,7942,高楼层/老小区,濠东小区银苑村
3室2厅2卫-朝南-建筑面积143.64㎡-精装-中楼层(共7层)-2005年建成,锦湖居，南北对流，业主回老家，诚心出售！,/esf/detail/5588517,7101,2005,248.0,/xq/detail/11658,7349,,锦湖居
2室2厅2卫-朝南北-建筑面积107㎡-精装-高楼层(共6层),南墩小区精装房2房业主诚出,/esf/detail/7150230,7103,暂无数据,0.0,/xq/detail/41414,7103,小户/高楼层/价格高,南墩小区
1室1厅0卫-朝南-建筑面积840㎡-精装-低楼层(共5层)-2002年建成,濠头村自建房业主诚心出售,/esf/detail/8074284,7143,2002,0.0,/xq/detail/8471,7143,小户/价格高/老小区,濠头大道
1室0厅0卫-朝西南-建筑面积7㎡-普装-低楼层(共1层),豪雅苑单车房业主诚心出售,/esf/detail/10021489,7143,2005,746.0,/xq/detail/6667,7889,小户,豪雅苑
1室1厅1卫-朝北-建筑面积49㎡-普装-中楼层(共11层)-2005年建成,火炬开发区张家边精装公寓单价不到七千,/esf/detail/254712,7143,2005,5137.0,/xq/detail/6187,12280,小户,聚豪庭
3室2厅1卫-朝东-建筑面积97㎡-精装-高楼层(共7层)-2000年建成,开发区名嘉花园精装三房业主诚心出售,/esf/detail/300606,7216,2000,432.0,/xq/detail/6182,7648,高楼层/老小区,名嘉花园
3室2厅2卫-朝南北-建筑面积180㎡-普装-高楼层(共6层)-2004年建成,濠东花园楼梯房出售南北对流,/esf/detail/229302,7222,2004,1709.0,/xq/detail/6638,8931,高楼层/老小区,濠东花园
2室2厅1卫-朝南北-建筑面积101㎡-精装-中楼层(共6层)-2001年建成,业主诚心出售御豪花园的房子,/esf/detail/238317,7228,2001,0.0,/xq/detail/6716,7228,小户/价格高/老小区,御濠花园一期
1室1厅1卫-朝北-建筑面积48㎡-精装-低楼层(共19层),开发区金怡大厦单身公寓业主诚心卖,/esf/detail/7100546,7292,暂无数据,2012.0,/xq/detail/8088,9304,小户,金怡大厦
3室2厅1卫-朝东-建筑面积88.74㎡-普装-高楼层(共7层)-1995年建成,业主诚心出售三房金花楼,/esf/detail/3090440,7325,1995,-237.0,/xq/detail/9011,7088,高楼层/价格高/老小区,金花楼
3室2厅2卫-朝东-建筑面积133.2㎡-普装-高楼层(共6层)-2006年建成,华隆荣华居大三房开阔视野，朝东通风,/esf/detail/3385802,7357,2006,2046.0,/xq/detail/6662,9403,高楼层,荣华居
4室2厅2卫-朝南-建筑面积163㎡-精装-高楼层(共6层)-2006年建成,超好地段，精装复式业主急卖！,/esf/detail/228519,7362,2006,5545.0,/xq/detail/6432,12907,高楼层,峰景花园
3室2厅2卫-朝南北-建筑面积108.4㎡-普装-高楼层(共7层)-2001年建成,丽港城三房诚心出售,/esf/detail/227277,7380,2001,1759.0,/xq/detail/6641,9139,高楼层/老小区,丽港城
1室1厅1卫-朝北-建筑面积54.12㎡-普装-中楼层(共9层)-2012年建成,桃源明居精装修公寓出售！！,/esf/detail/1712274,7391,2012,465.0,/xq/detail/8536,7856,小户,桃源明居乐活公寓
2室2厅1卫-朝南-建筑面积60.8㎡-普装-高楼层(共11层)-1997年建成,张家边国祥花园城2房出售,/esf/detail/296533,7401,1997,298.0,/xq/detail/6170,7699,小户/高楼层/老小区,国祥花园城
4室2厅3卫-朝南北-建筑面积202.33㎡-精装-高楼层(共6层)-2003年建成,濠东华苑复式房业主诚心出售，送车位,/esf/detail/3388069,7414,2003,957.0,/xq/detail/8312,8371,高楼层/老小区,濠东华苑
3室2厅1卫-朝南-建筑面积84.79㎡-普装-低楼层(共7层)-2001年建成,恒景楼房子业主诚心出售,/esf/detail/9948222,7430,2001,-649.0,/xq/detail/7716,6781,价格高/老小区,恒景楼
3室2厅2卫-朝西-建筑面积111.66㎡-普装-中楼层(共5层)-2005年建成,东镇广场三房业主诚出,/esf/detail/2711007,7433,2005,4257.0,/xq/detail/8671,11690,,东镇广场
1室1厅1卫-朝东-建筑面积46.88㎡-普装-低楼层(共6层)-2004年建成,安居花园1房1厅出售,/esf/detail/407404,7466,2004,-523.0,/xq/detail/8259,6943,小户/价格高/老小区,安居花园
车位-建筑面积16㎡-套内面积16㎡-毛坯-低楼层(共1层),保利春天里毛坯车位，业主诚心出售,/esf/detail/8526644,7500,2013,6386.0,/xq/detail/5798,13886,车位,保利春天里
车位-建筑面积16㎡-套内面积15㎡-毛坯-低楼层(共1层),产权车位，保利春天里车位，业主诚心出售,/esf/detail/8526651,7500,2013,6386.0,/xq/detail/5798,13886,车位,保利春天里
车位-建筑面积16㎡-套内面积15㎡-毛坯-低楼层(共1层),产权车位，保利春天里车位，业主诚心出售,/esf/detail/8526643,7500,2013,6386.0,/xq/detail/5798,13886,车位,保利春天里
车位-建筑面积16㎡-套内面积10㎡-毛坯-低楼层(共1层),保利春天里毛坯车位,/esf/detail/9226796,7500,2013,6386.0,/xq/detail/5798,13886,车位,保利春天里
1室0厅1卫-朝北-建筑面积40㎡-精装-中楼层(共9层)-2011年建成,开发区金盛广场单身公寓业主诚心出售,/esf/detail/2616794,7500,2010,3062.0,/xq/detail/6099,10562,小户,金盛广场
1室0厅1卫-朝北-建筑面积40㎡-精装-高楼层(共9层)-2011年建成,开发区金盛广场业主诚心卖,/esf/detail/428603,7500,2010,3062.0,/xq/detail/6099,10562,小户/高楼层,金盛广场
商铺-朝东-建筑面积76㎡-毛坯-低楼层(共3层)-2012年建成,开发区张家边中心地段，尚品。天晴汇府,/esf/detail/4130226,7500,2012,12509.0,/xq/detail/6935,20009,,尚品.天晴汇府
车位-建筑面积16㎡-套内面积16㎡-毛坯-低楼层(共1层),保利春天里毛坯车位,/esf/detail/9544122,7500,2013,6386.0,/xq/detail/5798,13886,车位,保利春天里
车位-建筑面积16㎡-套内面积15㎡-普装-低楼层(共1层),产权车位，保利春天里车位，业主诚心出售,/esf/detail/8526642,7500,2013,6386.0,/xq/detail/5798,13886,车位,保利春天里
车位-建筑面积16㎡-套内面积15㎡-普装-低楼层(共1层),产权车位，保利春天里车位，业主诚心出售,/esf/detail/8526645,7500,2013,6386.0,/xq/detail/5798,13886,车位,保利春天里
4室2厅2卫-朝东-建筑面积143.9㎡-精装-中楼层(共11层)-1997年建成,国祥花园城业主诚心出售,/esf/detail/295354,7505,1997,194.0,/xq/detail/6170,7699,老小区,国祥花园城
9室7厅7卫-朝南北-建筑面积930㎡-精装-低楼层(共3层)-2002年建成,业主诚心出售。,/esf/detail/9523450,7527,2002,0.0,/xq/detail/9325,7527,价格高/老小区,濠头上陂头村
4室2厅2卫-朝南-建筑面积178㎡-精装-高楼层(共6层)-2005年建成,开发区逸翠华庭复式房子，业主诚心卖,/esf/detail/301176,7584,2005,5760.0,/xq/detail/6179,13344,高楼层,逸翠华庭二期
3室2厅2卫-朝东-建筑面积131.63㎡-精装-低楼层(共6层)-2006年建成,楼层好，装修保养好，产权清晰,/esf/detail/3385881,7597,2006,1806.0,/xq/detail/6662,9403,,荣华居
3室2厅1卫-朝南北-建筑面积96㎡-普装-高楼层(共7层)-2004年建成,濠东小区精装修业主诚心出售,/esf/detail/238421,7604,2004,338.0,/xq/detail/6639,7942,高楼层/老小区,濠东小区银苑村
3室2厅2卫-朝南北-建筑面积122㎡-精装-高楼层(共7层)-2001年建成,丽港城房子业主诚心出售,/esf/detail/227419,7623,2001,1516.0,/xq/detail/6641,9139,高楼层/老小区,丽港城
5室2厅2卫-朝南-建筑面积235.79㎡-普装-高楼层(共7层)-2004年建成,濠东花园楼梯房出售复式房带小车位,/esf/detail/2777976,7634,2004,1297.0,/xq/detail/6638,8931,高楼层/老小区,濠东花园
4室2厅1卫-朝南-建筑面积104㎡-精装-高楼层(共7层)-2005年建成,锦湖居，南北对流，业主换房，诚心出售,/esf/detail/5588519,7692,2005,-343.0,/xq/detail/11658,7349,高楼层/价格高,锦湖居
5室2厅3卫-朝南-建筑面积208㎡-毛坯-中楼层(共26层)-2007年建成,名汇苑南毛坯5室2厅208m²,/esf/detail/427254,7692,2007,1758.0,/xq/detail/8097,9450,,名汇苑
商铺-朝西-建筑面积65㎡-精装-中楼层(共6层)-2012年建成,业主诚心出售,/esf/detail/4092450,7692,2012,12317.0,/xq/detail/6935,20009,,尚品.天晴汇府
5室2厅3卫-朝南-建筑面积208㎡-毛坯-中楼层(共26层)-2007年建成,深中通道口，开发区旺-地，低价出售，优质好盘！,/esf/detail/427248,7692,2007,1758.0,/xq/detail/8097,9450,,名汇苑
1室0厅1卫-朝北-建筑面积45㎡-精装-中楼层(共9层)-2011年建成,金盛广场小户型业主诚心卖,/esf/detail/428206,7778,2010,2784.0,/xq/detail/6099,10562,小户,金盛广场
3室2厅2卫-朝南北-建筑面积98.8㎡-普装-高楼层(共7层)-2001年建成,丽港城的房子业主诚心出售,/esf/detail/227026,7794,2001,1345.0,/xq/detail/6641,9139,高楼层/老小区,丽港城
3室2厅2卫-朝南北-建筑面积112.67㎡-普装-中楼层(共6层)-2003年建成,康丽花园业主诚心出售，上中心小学！,/esf/detail/3492487,7810,2003,-190.0,/xq/detail/9149,7620,价格高/老小区,康丽花园
3室2厅1卫-朝西北-建筑面积106㎡-普装-中楼层(共7层)-1999年建成,张家边豪园小区装修3房，业主诚心出售！,/esf/detail/295023,7830,1999,1943.0,/xq/detail/6169,9773,老小区,豪园小区
1室1厅1卫-朝南-建筑面积38.19㎡-普装-高楼层(共9层)-2012年建成,业主诚心出售,/esf/detail/1712336,7855,2012,1.0,/xq/detail/8536,7856,小户/高楼层,桃源明居乐活公寓
2室2厅1卫-朝南-建筑面积63.14㎡-普装-高楼层(共6层)-2004年建成,华悦楼，业主诚心出售,/esf/detail/2334859,7919,2004,-640.0,/xq/detail/9008,7279,小户/高楼层/价格高/老小区,华悦楼
2室2厅2卫-朝南-建筑面积82.03㎡-普装-高楼层(共6层)-2005年建成,业主诚心出售，欢迎联系,/esf/detail/419496,7924,2005,3060.0,/xq/detail/8265,10984,小户/高楼层,香晖园
3室2厅1卫-朝北-建筑面积98.21㎡-普装-高楼层(共7层)-2005年建成,开发区豪雅苑3房2厅出售格局方正,/esf/detail/223090,7942,2005,-53.0,/xq/detail/6667,7889,高楼层/价格高,豪雅苑
商铺-朝南-建筑面积117㎡-普装-低楼层(共1层)-2006年建成,业主诚心出售，欢迎抢购,/esf/detail/7112274,7949,2006,193.0,/xq/detail/6246,8142,,天紫兴业园
3室2厅2卫-朝南北-建筑面积136.44㎡-普装-高楼层(共6层)-2003年建成,濠东华苑楼梯房出售南北对流配套齐全,/esf/detail/438624,7989,2003,382.0,/xq/detail/8312,8371,高楼层/老小区,濠东华苑
2室2厅1卫-朝西北-建筑面积60㎡-普装-高楼层(共7层)-1999年建成,豪园小区带装修出售,/esf/detail/295007,8000,1999,1773.0,/xq/detail/6169,9773,小户/高楼层/老小区,豪园小区
车位-建筑面积15㎡-套内面积15㎡-毛坯-低楼层(共30层)-2011年建成,雅湖半岛好车位出售性价比高,/esf/detail/6964515,8000,2011,12833.0,/xq/detail/6395,20833,车位,雅湖半岛
1室1厅0卫-朝南-建筑面积426㎡-毛坯-低楼层(共1层)-1999年建成,业主诚心出售,/esf/detail/9403760,8005,1999,3054.0,/xq/detail/9587,11059,小户/老小区,濠头村
1室1厅1卫-朝北-建筑面积49.9㎡-普装-高楼层(共11层)-2005年建成,火炬开发区张家边聚豪庭公寓单价8千,/esf/detail/10020055,8016,2005,4264.0,/xq/detail/6187,12280,小户/高楼层,聚豪庭
3室2厅1卫-朝南-建筑面积93.54㎡-普装-高楼层(共7层)-1998年建成,"东昌楼,业主诚心出售",/esf/detail/7494929,8018,1998,0.0,/xq/detail/9014,8018,高楼层/价格高/老小区,东昌楼
1室1厅0卫-朝南-建筑面积374㎡-毛坯-低楼层(共1层)-1999年建成,濠头村有房出售,/esf/detail/9403907,8021,1999,3038.0,/xq/detail/9587,11059,小户/老小区,濠头村
4室2厅2卫-朝南北-建筑面积124㎡-精装-低楼层(共6层)-2001年建成,丽港城房子业主诚心出售,/esf/detail/3387714,8065,2001,1074.0,/xq/detail/6641,9139,老小区,丽港城
3室2厅2卫-朝南-建筑面积117.68㎡-毛坯-低楼层(共11层)-2008年建成,桃源明居毛坯三房，业主诚心交易,/esf/detail/9362322,8073,2008,2200.0,/xq/detail/8258,10273,,桃源明居
4室2厅3卫-朝南北-建筑面积161㎡-豪装-高楼层(共6层)-2001年建成,丽港城顶楼复式出售，装修漂亮！,/esf/detail/8374515,8075,2001,1064.0,/xq/detail/6641,9139,高楼层/老小区,丽港城
4室2厅2卫-朝南北-建筑面积130㎡-精装-中楼层(共6层)-2005年建成,业主诚心出售4房,/esf/detail/333962,8077,1998,3470.0,/xq/detail/6188,11547,老小区,颐景苑
车位-建筑面积16㎡-套内面积15㎡-普装-低楼层(共1层),保利春天里业主诚心出售,/esf/detail/8526641,8125,2013,5761.0,/xq/detail/5798,13886,车位,保利春天里
车位-建筑面积16㎡-套内面积15㎡-普装-低楼层(共1层),保利春天里毛坯车位，业主诚心出售,/esf/detail/8526647,8125,2013,5761.0,/xq/detail/5798,13886,车位,保利春天里
